Date,GOOG
2022-12-27,87.21397399902344
2022-12-28,85.75594329833984
2022-12-29,88.22567749023438
2022-12-30,88.0074691772461
2023-01-03,88.96957397460938
2023-01-04,87.98762512207031
2023-01-05,86.06341552734375
2023-01-06,87.44210815429688
2023-01-09,88.07689666748047
2023-01-10,88.51331329345703
2023-01-11,91.50871276855469
2023-01-12,91.16156768798828
2023-01-13,92.04432678222656
2023-01-17,91.40953063964844
2023-01-18,91.03262329101562
2023-01-19,93.14529418945312
2023-01-20,98.47156524658203
2023-01-23,100.38583374023438
2023-01-24,98.4021224975586
2023-01-25,95.94232177734375
2023-01-26,98.35253143310547
2023-01-27,99.88990783691406
2023-01-30,97.15238189697266
2023-01-31,99.05675506591797
2023-02-01,100.60405731201172
2023-02-02,107.9140396118164
2023-02-03,104.36317443847656
2023-02-06,102.62744140625
2023-02-07,107.16022491455078
2023-02-08,99.18568420410156
2023-02-09,94.68266296386719
2023-02-10,94.08755493164062
2023-02-13,94.22640991210938
2023-02-14,94.17680358886719
2023-02-15,96.30929565429688
2023-02-16,95.00005340576172
2023-02-17,93.81974792480469
2023-02-21,91.3004379272461
2023-02-22,91.0524673461914
2023-02-23,90.32840728759766
2023-02-24,88.62240600585938
2023-02-27,89.3663101196289
2023-02-28,89.56468200683594
2023-03-01,89.7729721069336
2023-03-02,91.55830383300781
2023-03-03,93.25436401367188
2023-03-06,94.80168914794922
2023-03-07,93.40316009521484
2023-03-08,93.87926483154297
2023-03-09,91.90546417236328
2023-03-10,90.2688980102539
2023-03-13,90.9135971069336
2023-03-14,93.48251342773438
2023-03-15,95.7637939453125
2023-03-16,100.2469711303711
2023-03-17,101.62565612792969
2023-03-20,101.0999755859375
2023-03-21,104.9781265258789
2023-03-22,103.37133026123047
2023-03-23,105.39472198486328
2023-03-24,105.19634246826172
2023-03-27,102.22077178955078
2023-03-28,100.53461456298828
2023-03-29,101.07022094726562
2023-03-30,100.49493408203125
2023-03-31,103.15311431884766
2023-04-03,104.05570220947266
2023-04-04,104.26399993896484
2023-04-05,104.09537506103516
2023-04-06,108.01322174072266
2023-04-10,106.07908630371094
2023-04-11,105.25586700439453
2023-04-12,104.36317443847656
2023-04-13,107.30899810791016
2023-04-14,108.56864929199219
2023-04-17,105.55340576171875
2023-04-18,104.26399993896484
2023-04-19,104.16481018066406
2023-04-20,105.03765106201172
2023-04-21,105.04756927490234
2023-04-24,105.91048431396484
2023-04-25,103.7581558227539
2023-04-26,103.59944915771484
2023-04-27,107.48754119873047
2023-04-28,107.33876037597656
2023-05-01,106.8329086303711
2023-05-02,105.11699676513672
2023-05-03,105.25586700439453
2023-05-04,104.35326385498047
2023-05-05,105.35008239746094
2023-05-08,107.35858917236328
2023-05-09,107.06103515625
2023-05-10,111.3656997680664
2023-05-11,115.94808197021484
2023-05-12,116.95976257324219
2023-05-15,116.00757598876953
2023-05-16,119.11209869384766
2023-05-17,120.49077606201172
2023-05-18,122.51416778564453
2023-05-19,122.2463607788086
2023-05-22,124.84503173828125
2023-05-23,122.28604888916016
2023-05-24,120.64947509765625
2023-05-25,123.33741760253906
2023-05-26,124.40860748291016
2023-05-30,123.62504577636719
2023-05-31,122.36539459228516
2023-06-01,123.35724639892578
2023-06-02,124.21025085449219
2023-06-05,125.59883880615234
2023-06-06,126.86842346191406
2023-06-07,121.93888854980469
2023-06-08,121.67108917236328
2023-06-09,121.86946105957031
2023-06-12,123.33741760253906
2023-06-13,123.41675567626953
2023-06-14,123.36715698242188
2023-06-15,124.76567840576172
2023-06-16,123.04976654052734
2023-06-20,122.84147644042969
2023-06-21,120.2725830078125
2023-06-22,122.86132049560547
2023-06-23,122.01823425292969
2023-06-26,118.1202392578125
2023-06-27,118.04090118408203
2023-06-28,120.09403991699219
2023-06-29,119.03275299072266
2023-06-30,119.98493194580078
2023-07-03,119.57827758789062
2023-07-05,121.63140869140625
2023-07-06,119.94526672363281
2023-07-07,119.16169738769531
2023-07-10,115.9183120727539
2023-07-11,116.7514877319336
2023-07-12,118.64593505859375
2023-07-13,123.81350708007812
2023-07-14,124.6764144897461
2023-07-17,124.0416259765625
